04477P,JM群益,TW15Z04477P4,2015/01/28,上市,,RWSNPB,
04478P,元大A4,TW15Z04478P2,2015/01/29,上市,,RWSNPB,
1110,東泥,TW0001110005,1994/10/22,上市,水泥工業,ESVUFR,
1201,味全,TW0001201002,1962/02/09,上市,食品工業,ESVUFR,
1203,味王,TW0001203008,1964/08/24,上市,食品工業,ESVUFR,
1210,大成,TW0001210003,1978/05/20,上市,食品工業,ESVUFR,
1213,大飲,TW0001213007,1981/04/10,上市,食品工業,ESVUFR,
1215,卜蜂,TW0001215002,1987/07/27,上市,食品工業,ESVUFR,
1216,統一,TW0001216000,1987/12/28,上市,食品工業,ESVUFR,
1217,愛之味,TW0001217008,1989/10/28,上市,食品工業,ESVUFR,

