6199,精威,TW0006199003,2013/06/27,上櫃,其他業,ESVUFR,
1333,恩得利,TW0001333003,2005/08/08,上櫃,電子零組件業,ESVUFR,
1336,台翰,TW0001336006,2007/11/02,上櫃,電子零組件業,ESVUFR,
1565,精華,TW0001565000,2004/03/30,上櫃,生技醫療業,ESVUFR,
1566,捷邦,TW0001566008,2011/01/12,上櫃,電機機械,ESVUFR,
1569,濱川,TW0001569002,2005/07/29,上櫃,電腦及週邊設備業,ESVUFR,
1570,力肯,TW0001570000,2005/06/30,上櫃,電機機械,ESVUFR,
1580,新麥,TW0001580009,2007/12/10,上櫃,電機機械,ESVUFR,
1584,精剛,TW0001584001,2007/11/28,上櫃,其他業,ESVUFR,
